,name,chroma_stft_mean,bpm_mean,spectral_centroid_mean,rolloff,zero_crossing_rate_mean,harmony_mean,perceptr_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,label
0,hiphop.00023.wav,0.3905032,92.28515625,0.32689630523286106,0.4079846066400172,0.10679456144963538,-1.551194e-05,-0.00035501356,-44.72336959838867,101.19369506835938,-26.26249885559082,52.9281120300293,-11.71543025970459,26.94474983215332,-13.282814979553223,20.712087631225586,-17.486722946166992,11.862878799438477,-10.666727066040039,8.381840705871582,-15.4269380569458,4.878397464752197,-10.051115989685059,4.564088344573975,-1.991847276687622,7.97923469543457,1.2123256921768188,1.365208625793457,hiphop
1,hiphop.00005.wav,0.5009076,71.77734375,0.4849951431155242,0.6036025247611206,0.124812548374613,-0.00028448596,-0.0028988451,-11.706974029541016,81.9766616821289,-8.50862979888916,52.773780822753906,-14.692110061645508,31.962574005126953,-19.680723190307617,22.857765197753906,-14.704154014587402,14.509824752807617,-10.07854175567627,14.002206802368164,-8.072070121765137,7.42814826965332,-5.495323181152344,12.837336540222168,-3.695439338684082,6.218711853027344,-2.584941864013672,0.10216537117958069,hiphop
2,hiphop.00038.wav,0.42764464,184.5703125,0.46860787234135115,0.5150598758031709,0.10535058548610754,0.0013480905,-0.0030593665,-27.39556884765625,78.23584747314453,-17.685041427612305,29.765792846679688,5.6496500968933105,1.6253576278686523,4.279958724975586,9.036849021911621,-2.310666561126709,6.331395149230957,0.0505937822163105,-0.47360190749168396,-0.8530411124229431,-1.7621783018112183,-0.08043961971998215,3.5109007358551025,0.7475903034210205,1.1777526140213013,-1.2132562398910522,-3.5469648838043213,hiphop
3,hiphop.00089.wav,0.48528266,123.046875,0.42429492382168266,0.49495169377089454,0.11770883386673195,-2.1367403e-05,-0.0006350158,-103.14578247070312,74.0963134765625,-22.450448989868164,51.5986328125,-7.0803446769714355,32.66975784301758,-14.982949256896973,19.6383056640625,-7.0651373863220215,22.26523208618164,-7.316590309143066,17.61652946472168,-0.035863395780324936,14.716656684875488,-4.235780715942383,10.654610633850098,-6.327600955963135,1.0404119491577148,-1.8256199359893799,5.5567803382873535,hiphop
4,hiphop.00011.wav,0.4573043,135.99917763157896,0.25583097710832037,0.49729311678267596,0.09424987231676323,-3.7347418e-05,-0.0011351968,-74.21385192871094,104.6032943725586,-8.389850616455078,49.65143966674805,-9.374009132385254,21.45152473449707,-16.3361873626709,18.779909133911133,-13.071928977966309,18.470474243164062,-14.949953079223633,6.884744644165039,-15.329197883605957,4.779245376586914,-11.102331161499023,4.739863395690918,-2.8093810081481934,6.800127029418945,-5.809848308563232,-3.77382755279541,hiphop
5,hiphop.00050.wav,0.42583814,99.38401442307692,0.27184673038437374,0.3423519663810191,0.04248905248461001,-1.1170461e-05,0.00023702842,-114.05457305908203,110.12893676757812,17.897541046142578,37.944332122802734,27.987619400024414,1.4057868719100952,15.552602767944336,1.4244986772537231,7.35958194732666,-3.319525957107544,8.256998062133789,-0.1889065057039261,0.6798427104949951,3.3433780670166016,-2.470963478088379,0.7678117752075195,-4.851185321807861,-2.3955531120300293,-3.28541898727417,-4.608736991882324,hiphop
6,hiphop.00020.wav,0.49626616,117.45383522727273,0.5026718609203118,0.6725829768209868,0.10830258358341115,6.5502645e-05,0.00038944822,-122.2618179321289,50.571388244628906,-27.801025390625,66.5802993774414,-6.6053147315979,32.0711555480957,-8.241497993469238,22.450729370117188,-6.943716049194336,21.06760597229004,-6.176519870758057,13.646000862121582,-3.0987207889556885,8.706401824951172,-2.916534185409546,3.6900391578674316,0.28579843044281006,12.886933326721191,14.645563125610352,15.36166763305664,hiphop
7,hiphop.00057.wav,0.39749277,89.10290948275862,0.31734694612903613,0.44140221788792244,0.05149940918170911,1.6289505e-06,-7.141222e-05,-113.62305450439453,87.05368041992188,-0.6411240696907043,52.26164245605469,19.378110885620117,19.675209045410156,15.385645866394043,13.703337669372559,6.950014114379883,9.077204704284668,7.971613883972168,4.416630268096924,-0.154311403632164,-0.4344198703765869,0.22512798011302948,-0.8328567743301392,-2.180309534072876,-1.991999626159668,-4.4398932456970215,-4.29970121383667,hiphop
8,hiphop.00025.wav,0.5229611,107.666015625,0.32558454166626005,0.46946638313146294,0.10758332653363434,-9.173505e-06,-0.00034809613,-44.338443756103516,93.38642883300781,-22.30942726135254,48.852542877197266,-13.90401554107666,34.41306686401367,-6.325920104980469,25.873788833618164,-12.33995246887207,20.430221557617188,-5.762978553771973,11.86552619934082,-11.554360389709473,10.151673316955566,-3.9578185081481934,10.602380752563477,0.8375742435455322,9.212481498718262,1.7233541011810303,-0.21945425868034363,hiphop
9,hiphop.00013.wav,0.34253022,103.359375,0.40419214120312313,0.4449552591526041,0.0967536725929821,-0.0001500631,-0.00014527437,-129.32366943359375,141.71290588378906,-42.47718811035156,34.01385498046875,-6.9758524894714355,8.70218563079834,-11.367335319519043,15.941672325134277,-9.015237808227539,6.635536193847656,-8.340362548828125,7.552734375,-5.472686767578125,5.86914587020874,-3.156407356262207,-1.6924474239349365,-8.804315567016602,-4.851141929626465,-9.280404090881348,2.12821102142334,hiphop
